0,-1,8,57,213,166,0.9609818,-1,-1,-1
1,-1,10,58,212,167,0.957747,-1,-1,-1
2,-1,7,58,214,165,0.96623224,-1,-1,-1
3,-1,6,58,215,165,0.961328,-1,-1,-1
4,-1,7,58,214,166,0.9639604,-1,-1,-1
5,-1,8,58,215,165,0.9590623,-1,-1,-1
6,-1,8,58,213,166,0.9627441,-1,-1,-1
7,-1,7,58,215,166,0.95680785,-1,-1,-1
8,-1,8,58,214,166,0.95710945,-1,-1,-1
9,-1,11,58,212,167,0.96073294,-1,-1,-1
10,-1,10,59,213,166,0.9602441,-1,-1,-1
11,-1,6,58,216,166,0.96123475,-1,-1,-1
12,-1,6,58,215,166,0.9515198,-1,-1,-1
13,-1,6,58,217,166,0.9615359,-1,-1,-1
14,-1,6,59,219,165,0.95151925,-1,-1,-1
15,-1,4,59,225,165,0.9648424,-1,-1,-1
16,-1,4,59,229,166,0.9782033,-1,-1,-1
17,-1,5,60,231,164,0.964439,-1,-1,-1
18,-1,7,60,231,164,0.97068834,-1,-1,-1
19,-1,16,61,225,163,0.9716252,-1,-1,-1
20,-1,18,59,225,167,0.9568874,-1,-1,-1
21,-1,19,62,236,164,0.9698388,-1,-1,-1
22,-1,24,63,242,163,0.9337381,-1,-1,-1
23,-1,38,57,237,168,0.7340561,-1,-1,-1
24,-1,56,54,275,172,0.9873187,-1,-1,-1
25,-1,64,50,242,177,0.9816473,-1,-1,-1
26,-1,65,38,256,187,0.99396753,-1,-1,-1
27,-1,76,26,237,198,0.99839455,-1,-1,-1
28,-1,73,11,246,214,0.9931172,-1,-1,-1
29,-1,78,5,233,220,0.9928087,-1,-1,-1
30,-1,102,2,209,223,0.98774093,-1,-1,-1
31,-1,109,2,205,224,0.98560184,-1,-1,-1
32,-1,123,0,186,227,0.9906155,-1,-1,-1
33,-1,134,0,175,227,0.99712723,-1,-1,-1
34,-1,136,0,174,226,0.99746215,-1,-1,-1
35,-1,144,-1,168,227,0.9966097,-1,-1,-1
36,-1,152,0,166,225,0.977687,-1,-1,-1
37,-1,161,0,161,225,0.94186825,-1,-1,-1
38,-1,150,0,179,226,0.88734007,-1,-1,-1
39,-1,164,0,155,226,0.9129127,-1,-1,-1
40,-1,181,1,149,220,0.82267755,-1,-1,-1
41,-1,183,1,140,221,0.8535133,-1,-1,-1
42,-1,177,0,141,226,0.658863,-1,-1,-1
43,-1,173,0,142,226,0.676179,-1,-1,-1
45,-1,146,0,170,225,0.36023867,-1,-1,-1
46,-1,191,4,137,221,0.51588404,-1,-1,-1
47,-1,186,1,146,222,0.655043,-1,-1,-1
48,-1,185,3,155,221,0.81027097,-1,-1,-1
49,-1,181,4,165,221,0.7694674,-1,-1,-1
50,-1,183,9,176,213,0.5387125,-1,-1,-1
51,-1,189,8,179,213,0.89757437,-1,-1,-1
52,-1,191,12,177,209,0.8643222,-1,-1,-1
53,-1,191,20,175,204,0.9934701,-1,-1,-1
54,-1,194,20,173,202,0.98723733,-1,-1,-1
55,-1,200,23,165,200,0.99733514,-1,-1,-1
56,-1,201,22,165,202,0.9960388,-1,-1,-1
57,-1,206,28,157,195,0.9974585,-1,-1,-1
58,-1,209,29,156,194,0.99826694,-1,-1,-1
59,-1,213,32,153,192,0.9989924,-1,-1,-1
60,-1,213,35,154,188,0.9994628,-1,-1,-1
61,-1,214,38,153,186,0.99940777,-1,-1,-1
62,-1,216,40,153,184,0.9983014,-1,-1,-1
63,-1,218,46,152,180,0.9870133,-1,-1,-1
64,-1,220,48,148,178,0.99199194,-1,-1,-1
65,-1,221,47,133,179,0.9930102,-1,-1,-1
66,-1,223,53,128,173,0.9899288,-1,-1,-1
67,-1,224,59,127,167,0.9764421,-1,-1,-1
68,-1,234,57,112,167,0.9885085,-1,-1,-1
69,-1,239,57,105,167,0.9842104,-1,-1,-1
70,-1,237,59,108,165,0.9866616,-1,-1,-1
71,-1,242,62,105,159,0.97067297,-1,-1,-1
72,-1,244,64,103,158,0.98519194,-1,-1,-1
73,-1,255,68,95,156,0.9862146,-1,-1,-1
74,-1,259,62,89,161,0.99542433,-1,-1,-1
75,-1,264,68,89,154,0.977009,-1,-1,-1
76,-1,268,70,90,155,0.983546,-1,-1,-1
77,-1,281,69,85,157,0.9672015,-1,-1,-1
78,-1,248,151,50,73,0.33346617,-1,-1,-1
78,-1,282,70,86,156,0.97269136,-1,-1,-1
79,-1,281,70,87,153,0.98928064,-1,-1,-1
80,-1,280,70,88,153,0.9886585,-1,-1,-1
81,-1,283,70,87,155,0.98907965,-1,-1,-1
82,-1,284,69,88,155,0.9944066,-1,-1,-1
83,-1,284,69,91,154,0.99089104,-1,-1,-1
83,-1,12,140,155,85,0.3112619,-1,-1,-1
84,-1,288,71,87,151,0.99558145,-1,-1,-1
84,-1,13,140,154,85,0.31630668,-1,-1,-1
85,-1,290,70,85,152,0.9957982,-1,-1,-1
86,-1,292,77,89,145,0.9687695,-1,-1,-1
87,-1,293,86,94,136,0.9096681,-1,-1,-1
88,-1,301,88,88,135,0.75546366,-1,-1,-1
